2024-06-15 16:46:16,077 - pocketoption - DEBUG - ======== New Session ========
2024-06-15 16:46:18,848 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 16:46:18,859 - pocketoption - DEBUG - Payout Last Request ID: 164123
2024-06-15 16:59:02,391 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 16:59:03,485 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 16:59:03,485 - pocketoption - DEBUG - Total time taken to perform the task: 2.52 seconds
2024-06-15 17:00:00,153 - pocketoption - DEBUG - No change detected!!
2024-06-15 17:01:01,857 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 17:01:02,420 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 17:01:02,420 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 17:01:03,281 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 17:59:03,061 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 17:59:04,139 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 17:59:04,139 - pocketoption - DEBUG - Total time taken to perform the task: 3.31 seconds
2024-06-15 18:00:00,558 - pocketoption - DEBUG - No change detected!!
2024-06-15 18:01:02,273 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 18:01:02,992 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 18:01:02,992 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 18:01:03,929 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 18:59:01,972 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 18:59:03,052 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 18:59:03,052 - pocketoption - DEBUG - Total time taken to perform the task: 2.45 seconds
2024-06-15 19:00:01,267 - pocketoption - INFO - Target [ID:610323477]: success
2024-06-15 19:00:01,533 - pocketoption - INFO - Target [ID:1838317981]: success
2024-06-15 19:01:01,675 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 19:01:02,269 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 19:01:02,269 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 19:01:03,161 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 19:59:01,480 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 19:59:03,044 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 19:59:03,044 - pocketoption - DEBUG - Total time taken to perform the task: 2.94 seconds
2024-06-15 20:00:00,741 - pocketoption - DEBUG - No change detected!!
2024-06-15 20:01:02,364 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 20:01:02,942 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 20:01:02,942 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 20:01:03,848 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 20:59:01,485 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 20:59:02,784 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 20:59:02,784 - pocketoption - DEBUG - Total time taken to perform the task: 2.77 seconds
2024-06-15 21:00:00,328 - pocketoption - DEBUG - No change detected!!
2024-06-15 21:01:02,234 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 21:01:02,844 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 21:01:02,844 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 21:01:03,875 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 21:59:01,406 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 21:59:03,172 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 21:59:03,172 - pocketoption - DEBUG - Total time taken to perform the task: 3.17 seconds
2024-06-15 22:00:00,690 - pocketoption - DEBUG - No change detected!!
2024-06-15 22:01:01,626 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 22:01:02,189 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 22:01:02,189 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 22:01:03,064 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 22:59:02,756 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 22:59:04,131 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 22:59:04,131 - pocketoption - DEBUG - Total time taken to perform the task: 3.95 seconds
2024-06-15 23:00:00,608 - pocketoption - DEBUG - No change detected!!
2024-06-15 23:01:02,064 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 23:01:02,689 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
2024-06-15 23:01:02,689 - pocketoption - DEBUG - Bonus -> 0.0 -> Not enough for Withdrawal
2024-06-15 23:01:05,049 - pocketoption - DEBUG - Second Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-15 23:59:02,327 - pocketoption - DEBUG - Old session worked fine.
2024-06-15 23:59:03,953 - pocketoption - DEBUG - Processed -> Statistics -> Current week
2024-06-15 23:59:03,953 - pocketoption - DEBUG - Total time taken to perform the task: 3.52 seconds
2024-06-16 00:00:00,595 - pocketoption - DEBUG - No change detected!!
2024-06-16 00:01:02,340 - pocketoption - DEBUG - First Check -> Latest ID: 164123 | Existing ID: 164123
2024-06-16 00:01:02,935 - pocketoption - DEBUG - Balance -> -936 -> Not enough for Withdrawal
